image,center_x,center_y,width,height
render0001.png,0.423611111111111,0.442708333333333,0.069444444444445,0.077083333333333
render0002.png,0.684027777777778,0.94375,0.154166666666667,0.1125
render0002.png,0.125,0.759375,0.080555555555556,0.09375
render0002.png,0.085416666666667,0.510416666666667,0.034722222222222,0.05
render0002.png,0.188888888888889,0.398958333333333,0.052777777777778,0.064583333333333
render0002.png,0.917361111111111,0.453125,0.165277777777778,0.26875
render0002.png,0.697916666666667,0.355208333333333,0.0625,0.085416666666667
render0002.png,0.50625,0.291666666666667,0.029166666666667,0.0375
render0002.png,0.993055555555556,0.009375,0.013888888888889,0.01875
render0002.png,0.577777777777778,0.017708333333333,0.127777777777778,0.035416666666667
render0003.png,0.129861111111111,0.991666666666667,0.023611111111111,0.016666666666667
render0003.png,0.726388888888889,0.9625,0.113888888888889,0.075
render0003.png,0.068055555555556,0.939583333333333,0.038888888888889,0.070833333333333
render0003.png,0.127777777777778,0.907291666666667,0.030555555555556,0.04375
render0003.png,0.157638888888889,0.853125,0.043055555555556,0.060416666666667
render0003.png,0.061805555555556,0.784375,0.051388888888889,0.097916666666667
render0003.png,0.930555555555556,0.775,0.138888888888889,0.283333333333333
render0003.png,0.40625,0.715625,0.109722222222222,0.202083333333333
render0003.png,0.007638888888889,0.615625,0.015277777777778,0.039583333333333
render0003.png,0.122222222222222,0.470833333333333,0.022222222222222,0.033333333333333
render0003.png,0.50625,0.5,0.118055555555556,0.2
render0003.png,0.816666666666667,0.25625,0.091666666666667,0.079166666666667
render0003.png,0.392361111111111,0.232291666666667,0.0375,0.04375
render0003.png,0.629166666666667,0.260416666666667,0.197222222222222,0.141666666666667
render0003.png,0.929166666666667,0.227083333333333,0.097222222222222,0.104166666666667
render0003.png,0.557638888888889,0.192708333333333,0.026388888888889,0.035416666666667
render0003.png,0.992361111111111,0.183333333333333,0.015277777777778,0.05
render0003.png,0.7625,0.176041666666667,0.058333333333333,0.102083333333333
render0003.png,0.628472222222222,0.146875,0.059722222222222,0.077083333333333
render0003.png,0.067361111111111,0.1875,0.134722222222222,0.179166666666667
render0003.png,0.784722222222222,0.091666666666667,0.077777777777778,0.058333333333333
render0003.png,0.578472222222222,0.073958333333333,0.023611111111111,0.035416666666667
render0003.png,0.891666666666667,0.0125,0.047222222222222,0.025
render0003.png,0.695833333333333,0.017708333333333,0.025,0.035416666666667
render0005.png,0.520138888888889,0.973958333333333,0.0375,0.052083333333333
render0005.png,0.75,0.953125,0.144444444444444,0.09375
render0005.png,0.955555555555556,0.821875,0.066666666666667,0.110416666666667
render0005.png,0.4625,0.707291666666667,0.061111111111111,0.089583333333333
render0005.png,0.986111111111111,0.619791666666667,0.027777777777778,0.05625
render0005.png,0.14375,0.615625,0.098611111111111,0.072916666666667
render0005.png,0.939583333333333,0.552083333333333,0.031944444444445,0.0375
render0005.png,0.011805555555556,0.532291666666667,0.023611111111111,0.04375
render0005.png,0.53125,0.525,0.0625,0.058333333333333
render0005.png,0.643055555555556,0.491666666666667,0.047222222222222,0.054166666666667
render0005.png,0.355555555555556,0.39375,0.022222222222222,0.033333333333333
render0005.png,0.107638888888889,0.3625,0.029166666666667,0.033333333333333
render0005.png,0.449305555555556,0.347916666666667,0.029166666666667,0.033333333333333
render0005.png,0.379166666666667,0.309375,0.033333333333333,0.039583333333333
render0005.png,0.432638888888889,0.236458333333333,0.068055555555556,0.04375
render0006.png,0.417361111111111,0.984375,0.034722222222222,0.03125
render0006.png,0.672916666666667,0.971875,0.068055555555556,0.05625
render0006.png,0.747916666666667,0.835416666666667,0.081944444444445,0.141666666666667
render0006.png,0.960416666666667,0.6,0.031944444444445,0.058333333333333
render0006.png,0.588888888888889,0.596875,0.052777777777778,0.060416666666667
render0006.png,0.603472222222222,0.511458333333333,0.051388888888889,0.064583333333333
render0006.png,0.022916666666667,0.447916666666667,0.029166666666667,0.033333333333333
render0006.png,0.286805555555556,0.425,0.034722222222222,0.045833333333333
render0006.png,0.139583333333333,0.402083333333333,0.051388888888889,0.05
render0006.png,0.550694444444444,0.367708333333333,0.040277777777778,0.047916666666667
render0006.png,0.515277777777778,0.270833333333333,0.030555555555556,0.041666666666667
render0007.png,0.692361111111111,0.989583333333333,0.029166666666667,0.020833333333333
render0007.png,0.444444444444444,0.932291666666667,0.116666666666667,0.11875
render0007.png,0.521527777777778,0.860416666666667,0.054166666666667,0.058333333333333
render0007.png,0.495138888888889,0.727083333333333,0.031944444444445,0.0375
render0007.png,0.230555555555556,0.591666666666667,0.033333333333333,0.041666666666667
render0007.png,0.172222222222222,0.736458333333333,0.344444444444444,0.34375
render0007.png,0.167361111111111,0.542708333333333,0.0375,0.04375
render0007.png,0.111111111111111,0.361458333333333,0.047222222222222,0.039583333333333
render0008.png,0.080555555555556,0.902083333333333,0.041666666666667,0.070833333333333
render0008.png,0.88125,0.896875,0.084722222222222,0.160416666666667
render0008.png,0.508333333333333,0.897916666666667,0.277777777777778,0.204166666666667
render0008.png,0.01875,0.751041666666667,0.0375,0.072916666666667
render0008.png,0.15,0.716666666666667,0.044444444444445,0.075
render0008.png,0.076388888888889,0.663541666666667,0.030555555555556,0.047916666666667
render0008.png,0.375694444444444,0.56875,0.031944444444445,0.041666666666667
render0008.png,0.951388888888889,0.564583333333333,0.058333333333333,0.066666666666667
render0008.png,0.849305555555556,0.59375,0.070833333333333,0.145833333333333
render0008.png,0.636111111111111,0.467708333333333,0.088888888888889,0.09375
render0008.png,0.806944444444444,0.340625,0.05,0.052083333333333
render0008.png,0.654861111111111,0.346875,0.081944444444445,0.072916666666667
render0008.png,0.945833333333333,0.329166666666667,0.030555555555556,0.066666666666667
render0008.png,0.467361111111111,0.275,0.0375,0.045833333333333
render0008.png,0.677083333333333,0.196875,0.040277777777778,0.05625
render0009.png,0.04375,0.616666666666667,0.051388888888889,0.054166666666667
render0010.png,0.2,0.882291666666667,0.027777777777778,0.04375
render0010.png,0.590972222222222,0.788541666666667,0.079166666666667,0.077083333333333
render0011.png,0.295833333333333,0.991666666666667,0.022222222222222,0.016666666666667
render0011.png,0.104166666666667,0.947916666666667,0.119444444444444,0.104166666666667
render0011.png,0.845138888888889,0.836458333333333,0.104166666666667,0.122916666666667
render0011.png,0.127083333333333,0.744791666666667,0.093055555555556,0.10625
render0011.png,0.421527777777778,0.713541666666667,0.098611111111111,0.122916666666667
render0011.png,0.0125,0.672916666666667,0.025,0.0625
render0011.png,0.532638888888889,0.654166666666667,0.048611111111111,0.0375
render0011.png,0.806944444444444,0.659375,0.055555555555556,0.06875
render0011.png,0.103472222222222,0.642708333333333,0.034722222222222,0.05625
render0011.png,0.157638888888889,0.604166666666667,0.029166666666667,0.041666666666667
render0011.png,0.838888888888889,0.602083333333333,0.075,0.066666666666667
render0011.png,0.676388888888889,0.592708333333333,0.105555555555556,0.064583333333333
render0011.png,0.3875,0.592708333333333,0.075,0.072916666666667
render0011.png,0.899305555555556,0.552083333333333,0.048611111111111,0.041666666666667
render0011.png,0.116666666666667,0.54375,0.055555555555556,0.054166666666667
render0011.png,0.751388888888889,0.510416666666667,0.044444444444445,0.0375
render0011.png,0.363194444444444,0.482291666666667,0.040277777777778,0.039583333333333
render0011.png,0.236111111111111,0.454166666666667,0.022222222222222,0.033333333333333
render0011.png,0.54375,0.433333333333333,0.029166666666667,0.0375
render0011.png,0.636805555555555,0.457291666666667,0.068055555555556,0.110416666666667
render0011.png,0.491666666666667,0.375,0.041666666666667,0.05
render0011.png,0.991666666666667,0.376041666666667,0.016666666666667,0.152083333333333
render0011.png,0.992361111111111,0.253125,0.015277777777778,0.039583333333333
render0011.png,0.463888888888889,0.220833333333333,0.030555555555556,0.041666666666667
render0011.png,0.668055555555555,0.236458333333333,0.102777777777778,0.152083333333333
render0011.png,0.9625,0.188541666666667,0.055555555555556,0.102083333333333
render0011.png,0.769444444444444,0.169791666666667,0.061111111111111,0.085416666666667
render0013.png,0.457638888888889,0.760416666666667,0.054166666666667,0.045833333333333
render0013.png,0.2,0.5,0.063888888888889,0.041666666666667
render0013.png,0.625,0.448958333333333,0.036111111111111,0.052083333333333
render0013.png,0.48125,0.427083333333333,0.048611111111111,0.066666666666667
render0013.png,0.020138888888889,0.410416666666667,0.040277777777778,0.083333333333333
render0014.png,0.989583333333333,0.827083333333333,0.020833333333333,0.045833333333333
render0014.png,0.955555555555556,0.835416666666667,0.055555555555556,0.079166666666667
render0014.png,0.827083333333333,0.765625,0.056944444444445,0.13125
render0014.png,0.573611111111111,0.680208333333333,0.072222222222222,0.05625
render0014.png,0.775694444444444,0.609375,0.043055555555556,0.05625
render0014.png,0.644444444444444,0.538541666666667,0.075,0.060416666666667
render0014.png,0.215972222222222,0.533333333333333,0.079166666666667,0.070833333333333
render0014.png,0.531944444444444,0.508333333333333,0.038888888888889,0.041666666666667
render0014.png,0.104166666666667,0.513541666666667,0.075,0.052083333333333
render0014.png,0.011805555555556,0.510416666666667,0.023611111111111,0.05
render0014.png,0.126388888888889,0.426041666666667,0.047222222222222,0.05625
render0014.png,0.019444444444445,0.391666666666667,0.038888888888889,0.041666666666667
render0014.png,0.085416666666667,0.38125,0.048611111111111,0.0375
render0014.png,0.566666666666667,0.377083333333333,0.022222222222222,0.033333333333333
render0014.png,0.492361111111111,0.369791666666667,0.026388888888889,0.035416666666667
render0014.png,0.324305555555556,0.375,0.043055555555556,0.075
render0014.png,0.014583333333333,0.330208333333333,0.029166666666667,0.04375
render0015.png,0.864583333333333,0.972916666666667,0.056944444444445,0.054166666666667
render0015.png,0.779861111111111,0.96875,0.093055555555556,0.0625
render0015.png,0.456944444444444,0.965625,0.277777777777778,0.06875
render0015.png,0.673611111111111,0.936458333333333,0.091666666666667,0.077083333333333
render0015.png,0.654861111111111,0.861458333333333,0.043055555555556,0.052083333333333
render0015.png,0.16875,0.896875,0.206944444444444,0.152083333333333
render0015.png,0.672916666666667,0.792708333333333,0.045833333333333,0.060416666666667
render0015.png,0.466666666666667,0.842708333333333,0.122222222222222,0.160416666666667
render0015.png,0.099305555555556,0.777083333333333,0.090277777777778,0.0625
render0015.png,0.393055555555556,0.74375,0.066666666666667,0.045833333333333
render0015.png,0.229861111111111,0.70625,0.045833333333333,0.041666666666667
render0015.png,0.144444444444444,0.679166666666667,0.025,0.033333333333333
render0015.png,0.578472222222222,0.672916666666667,0.048611111111111,0.05
render0015.png,0.700694444444444,0.6375,0.034722222222222,0.045833333333333
render0015.png,0.497916666666667,0.61875,0.051388888888889,0.045833333333333
render0015.png,0.010416666666667,0.617708333333333,0.020833333333333,0.04375
render0015.png,0.872916666666667,0.592708333333333,0.104166666666667,0.064583333333333
render0015.png,0.660416666666667,0.455208333333333,0.243055555555556,0.210416666666667
render0015.png,0.186805555555556,0.448958333333333,0.331944444444444,0.360416666666667
